id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1483107596420722694	1483107596420722694	2022-01-17 21:33:00 IST	2022-01-17	21:33:00	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @McLarenF1: Four racing teams. One epic team launch.  Save the date. 👀  https://t.co/WO3TRjf96H	en	[{'screen_name': 'mclarenf1', 'name': 'mclaren', 'id': '24871896'}]	[]	[]	0	3109	0	[]	[]	https://twitter.com/lawrobarretto/status/1483107596420722694	False		1	https://pbs.twimg.com/media/FJULhimXIAI_jxH.jpg							[]				
1481666454886010882	1481666454886010882	2022-01-13 22:06:25 IST	2022-01-13	22:06:25	+0530	73395319	lawrobarretto	Lawrence Barretto		👏  https://t.co/9QGUQtLMD6	und	[]	[]	['https://pbs.twimg.com/media/FI_vyPUWQAAg-PN.jpg']	2	7	362	[]	[]	https://twitter.com/lawrobarretto/status/1481666454886010882	False		1	https://pbs.twimg.com/media/FI_vyPUWQAAg-PN.jpg							[]				
1481662498252238849	1481662498252238849	2022-01-13 21:50:42 IST	2022-01-13	21:50:42	+0530	73395319	lawrobarretto	Lawrence Barretto		FIA investigation into events in Abu Dhabi is under way. Outcomes will be presented to F1 Commission in Feb. Final decisions announced at WMSC in Bahrain on March 18 (Friday of season-opening Bahrain GP) #F1  https://t.co/PskXktOoUf	en	[]	['https://www.formula1.com/en/latest/article.breaking-fia-confirm-detailed-analysis-of-2021-abu-dhabi-gp-under-way.6NtI3bMsL2Vy1aOFfY6AJJ.html']	[]	3	5	71	['f1']	[]	https://twitter.com/lawrobarretto/status/1481662498252238849	False		0								[]				
1481658731322494982	1481658731322494982	2022-01-13 21:35:44 IST	2022-01-13	21:35:44	+0530	73395319	lawrobarretto	Lawrence Barretto		All change at Alpine as Marcin Budkowski leaves his role as Executive Director with immediate effect. Suspect he'll turn up somewhere else on the grid... #F1	en	[]	[]	[]	20	22	879	['f1']	[]	https://twitter.com/lawrobarretto/status/1481658731322494982	False		0								[]				
1481608233550761990	1481608233550761990	2022-01-13 18:15:04 IST	2022-01-13	18:15:04	+0530	73395319	lawrobarretto	Lawrence Barretto		I reckon @HondaRacingF1 will be back for a fifth stint in #F1  https://t.co/1rcrF0Sj5V	en	[{'screen_name': 'hondaracingf1', 'name': 'honda racing f1_archive', 'id': '2900662775'}]	['https://www.formula1.com/en/latest/article.honda-motorsport-boss-hopes-and-expects-engine-supplier-will-return-to-f1-in.26tk0Z6VtB79mpNcAFLy8e.html']	[]	4	2	129	['f1']	[]	https://twitter.com/lawrobarretto/status/1481608233550761990	False		0								[]				
1481546960041566208	1481546960041566208	2022-01-13 14:11:35 IST	2022-01-13	14:11:35	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @f1miami: Making progress at the Marina 🌊   Our grandstands here are going 🆙 this week 👀 #MiamiGP  https://t.co/nhW4w1XUAN	en	[{'screen_name': 'f1miami', 'name': 'f1 miami grand prix', 'id': '1179020506244222978'}]	[]	['https://pbs.twimg.com/media/FI697ItWQAQSb7V.jpg', 'https://pbs.twimg.com/media/FI697IrXEAQGyL5.jpg']	0	481	0	['miamigp']	[]	https://twitter.com/lawrobarretto/status/1481546960041566208	False		1	https://pbs.twimg.com/media/FI697ItWQAQSb7V.jpg							[]				
1478684030736420864	1478684030736420864	2022-01-05 16:35:20 IST	2022-01-05	16:35:20	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @AstonMartinF1: Aston Martin Cognizant Formula One™ Team announces the departure of Otmar Szafnauer.  Read more:	en	[{'screen_name': 'astonmartinf1', 'name': 'aston martin cognizant f1 team', 'id': '16143542'}]	[]	[]	0	1126	0	[]	[]	https://twitter.com/lawrobarretto/status/1478684030736420864	False		0								[]				
1475788184478961664	1475788184478961664	2021-12-28 16:48:16 IST	2021-12-28	16:48:16	+0530	73395319	lawrobarretto	Lawrence Barretto		Antonio Giovinazzi has unfinished business with #F1 and he's confident he can make it back on the the grid in 2023. Retaining Ferrari's backing - he's long has support of the senior management - is a huge step towards making that dream a reality.  https://t.co/5uW8U9pRXM	en	[]	['https://www.formula1.com/en/latest/article.giovinazzi-on-his-3-years-in-f1-and-why-hes-convinced-he-hasnt-raced-his.6rYigUdVJwZYytTffhTNjU.html']	[]	5	2	65	['f1']	[]	https://twitter.com/lawrobarretto/status/1475788184478961664	False		0								[]				
1475787874406645760	1475787874406645760	2021-12-28 16:47:02 IST	2021-12-28	16:47:02	+0530	73395319	lawrobarretto	Lawrence Barretto		In the fourth running of our Drivers' Driver of the Year poll, @Max33Verstappen beat @LewisHamilton for the first time, echoing the team bosses' top 10.  https://t.co/RjYAVF9iDT	en	[{'screen_name': 'max33verstappen', 'name': 'max verstappen', 'id': '556260847'}, {'screen_name': 'lewishamilton', 'name': 'lewis hamilton', 'id': '213969309'}]	['https://www.formula1.com/en/latest/article.exclusive-the-top-10-f1-drivers-of-2021-as-chosen-by-the-drivers.6DWHaJ3vf5A3jc7hO9ivkz.html']	[]	5	4	149	[]	[]	https://twitter.com/lawrobarretto/status/1475787874406645760	False		0								[]				
1474044965705687040	1474044965705687040	2021-12-23 21:21:20 IST	2021-12-23	21:21:20	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @MercedesAMGF1: A new era of @F1 starts right here… 👊  Firing up our 2022 F1 car for the first time - the W13 is ALIVE. 🤩  https://t.co/f…	en	[{'screen_name': 'mercedesamgf1', 'name': 'mercedes-amg petronas f1 team', 'id': '26235265'}, {'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}]	[]	[]	0	4486	0	[]	[]	https://twitter.com/lawrobarretto/status/1474044965705687040	False		0								[]				
1474044908189200384	1474044908189200384	2021-12-23 21:21:07 IST	2021-12-23	21:21:07	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @HaasF1Team: VF-22 preparations firmly on-track ahead of the 2022 season with our new chassis homologated ✅  #HaasF1  https://t.co/S4vR68…	en	[{'screen_name': 'haasf1team', 'name': 'haas f1 team', 'id': '2303406624'}]	[]	[]	0	292	0	['haasf1']	[]	https://twitter.com/lawrobarretto/status/1474044908189200384	False		0								[]				
1474044555330834445	1474044555330834445	2021-12-23 21:19:43 IST	2021-12-23	21:19:43	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: It's the season for giving 🎁  And there were plenty of laughs and surprises when the F1 grid got involved with their annual Secret…	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}]	[]	[]	0	634	0	[]	[]	https://twitter.com/lawrobarretto/status/1474044555330834445	False		0								[]				
1473714148102049807	1473714148102049807	2021-12-22 23:26:47 IST	2021-12-22	23:26:47	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: 🍿 at the ready...  It's here! The 2021 #F1 season, animated. Enjoy!	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}]	[]	[]	0	1143	0	['f1']	[]	https://twitter.com/lawrobarretto/status/1473714148102049807	False		0								[]				
1473714108432330752	1473714108432330752	2021-12-22 23:26:38 IST	2021-12-22	23:26:38	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @ChrisMedlandF1: Final episode of @ThePadHoc for 2021 is live on most podcast platforms, or at the link below.  Lowlights were easy, hig…	en	[{'screen_name': 'chrismedlandf1', 'name': 'chris medland', 'id': '16681420'}, {'screen_name': 'thepadhoc', 'name': 'the pad-hoc', 'id': '1311629542478540800'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/lawrobarretto/status/1473714108432330752	False		0								[]				
1473611058132791296	1473611058132791296	2021-12-22 16:37:09 IST	2021-12-22	16:37:09	+0530	73395319	lawrobarretto	Lawrence Barretto		Mick Schumacher could race a Ferrari next year. He’s their reserve for 11 races, dovetailing with Haas race seat. Antonio Giovinazzi keeps his toe in #F1 as Ferrari reserve for the other 12 races  https://t.co/JQyCCAYmIR	en	[]	['https://www.formula1.com/en/latest/article.schumacher-and-giovinazzi-to-fulfil-ferrari-reserve-role-in-2022.4MUVN5ibIPTdbWQMWUohdo.html']	[]	1	6	165	['f1']	[]	https://twitter.com/lawrobarretto/status/1473611058132791296	False		0								[]				
1473362778320785412	1473362778320785412	2021-12-22 00:10:34 IST	2021-12-22	00:10:34	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: A heartfelt statement from @NicholasLatifi   Well said, Nicky  #F1	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}, {'screen_name': 'nicholaslatifi', 'name': 'nicholas latifi', 'id': '193047282'}]	[]	[]	0	1148	0	['f1']	[]	https://twitter.com/lawrobarretto/status/1473362778320785412	False	https://twitter.com/NicholasLatifi/status/1473307518621429774	0								[]				
1471525336135389193	1471525336135389193	2021-12-16 22:29:14 IST	2021-12-16	22:29:14	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: There was no title and there were fewer wins and poles, but @lawrobarretto argues 2021 was Lewis Hamilton’s best season yet  #F1…	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}, {'screen_name': 'lawrobarretto', 'name': 'lawrence barretto', 'id': '73395319'}]	[]	[]	0	244	0	['f1']	[]	https://twitter.com/lawrobarretto/status/1471525336135389193	False		0								[]				
1471425432297910284	1471425432297910284	2021-12-16 15:52:15 IST	2021-12-16	15:52:15	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @Susie_Wolff:  https://t.co/KXvFEzRCSR	und	[{'screen_name': 'susie_wolff', 'name': 'susie wolff', 'id': '504143250'}]	[]	['https://pbs.twimg.com/media/FGt2ieBXIAEaEA-.jpg']	0	8826	0	[]	[]	https://twitter.com/lawrobarretto/status/1471425432297910284	False		1	https://pbs.twimg.com/media/FGt2ieBXIAEaEA-.jpg							[]				
1471425383933296641	1471425383933296641	2021-12-16 15:52:03 IST	2021-12-16	15:52:03	+0530	73395319	lawrobarretto	Lawrence Barretto		Classy.	en	[]	[]	[]	46	22	697	[]	[]	https://twitter.com/lawrobarretto/status/1471425383933296641	False	https://twitter.com/MercedesAMGF1/status/1471419870680125441	0								[]				
1471109965385539586	1471107532399730695	2021-12-15 18:58:42 IST	2021-12-15	18:58:42	+0530	73395319	lawrobarretto	Lawrence Barretto		@ItsOnlyDom Thank you mate!!	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/lawrobarretto/status/1471109965385539586	False		0								[{'screen_name': 'ItsOnlyDom', 'name': 'Dom Smith', 'id': '168184840'}]				
1471102238294691842	1471102238294691842	2021-12-15 18:28:00 IST	2021-12-15	18:28:00	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: Sir Lewis Hamilton has officially received his knighthood  #F1    https://t.co/zdotOqf8lv	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}]	['https://f1.com/HAM-Knighthood']	[]	0	10003	0	['f1']	[]	https://twitter.com/lawrobarretto/status/1471102238294691842	False		0								[]				
1470429208736419855	1470429208736419855	2021-12-13 21:53:37 IST	2021-12-13	21:53:37	+0530	73395319	lawrobarretto	Lawrence Barretto		Too soon!	en	[]	[]	[]	10	4	265	[]	[]	https://twitter.com/lawrobarretto/status/1470429208736419855	False	https://twitter.com/F1/status/1470306999132778496	0								[]				
1470152549592444933	1470152549592444933	2021-12-13 03:34:16 IST	2021-12-13	03:34:16	+0530	73395319	lawrobarretto	Lawrence Barretto		And breathe. An extraordinary end to an extraordinary season. Verstappen is a worthy champion, Hamilton proved he’s still got it. Sets things up nicely for next year. First, though, I need to lie in a dark room for a while. #F1 #AbuDhabiGP	en	[]	[]	[]	66	45	1583	['f1', 'abudhabigp']	[]	https://twitter.com/lawrobarretto/status/1470152549592444933	False		0								[]				
1470145024969031688	1470143007261401088	2021-12-13 03:04:22 IST	2021-12-13	03:04:22	+0530	73395319	lawrobarretto	Lawrence Barretto		@PHortonF1 @ChrisMedlandF1 @natesaundersF1 @Edmondson_F1 @Lewis_Larkam Done - if you do it from the other :)	en	[]	[]	[]	1	0	12	[]	[]	https://twitter.com/lawrobarretto/status/1470145024969031688	False		0								[{'screen_name': 'PHortonF1', 'name': 'Phillip Horton', 'id': '38479974'}, {'screen_name': 'ChrisMedlandF1', 'name': 'Chris Medland', 'id': '16681420'}, {'screen_name': 'natesaundersF1', 'name': 'Nate Saunders', 'id': '281625306'}, {'screen_name': 'Edmondson_F1', 'name': 'Laurence Edmondson', 'id': '100736794'}, {'screen_name': 'Lewis_Larkam', 'name': 'Lewis Larkam', 'id': '453382820'}]				
1470144782987149312	1470143007261401088	2021-12-13 03:03:24 IST	2021-12-13	03:03:24	+0530	73395319	lawrobarretto	Lawrence Barretto		@PHortonF1 @ChrisMedlandF1 @natesaundersF1 @Edmondson_F1 @Lewis_Larkam Anytime mate. But let’s make it gin or tequila ;)	en	[]	[]	[]	1	0	24	[]	[]	https://twitter.com/lawrobarretto/status/1470144782987149312	False		0								[{'screen_name': 'PHortonF1', 'name': 'Phillip Horton', 'id': '38479974'}, {'screen_name': 'ChrisMedlandF1', 'name': 'Chris Medland', 'id': '16681420'}, {'screen_name': 'natesaundersF1', 'name': 'Nate Saunders', 'id': '281625306'}, {'screen_name': 'Edmondson_F1', 'name': 'Laurence Edmondson', 'id': '100736794'}, {'screen_name': 'Lewis_Larkam', 'name': 'Lewis Larkam', 'id': '453382820'}]				
1470116051467833348	1470116051467833348	2021-12-13 01:09:14 IST	2021-12-13	01:09:14	+0530	73395319	lawrobarretto	Lawrence Barretto		Mercedes say they have lodged their attention to appeal  the decision of the stewards to dismiss the team's protest. They have 72 hours to confirm whether they want to follow through or withdraw #F1	en	[]	[]	[]	18	25	516	['f1']	[]	https://twitter.com/lawrobarretto/status/1470116051467833348	False		0								[]				
1470109250907213824	1470109250907213824	2021-12-13 00:42:13 IST	2021-12-13	00:42:13	+0530	73395319	lawrobarretto	Lawrence Barretto		Both protests submitted by Mercedes have been rejected. This paves the way for the Abu Dhabi GP classification to be made official #F1	en	[]	[]	[]	18	19	599	['f1']	[]	https://twitter.com/lawrobarretto/status/1470109250907213824	False		0								[]				
1470073514329841666	1470066951481397252	2021-12-12 22:20:13 IST	2021-12-12	22:20:13	+0530	73395319	lawrobarretto	Lawrence Barretto		@DuncanHornsby He said it was an engine issue!	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/lawrobarretto/status/1470073514329841666	False		0								[{'screen_name': 'DuncanHornsby', 'name': 'Duncan Hornsby', 'id': '223639665'}]				
1470066951481397252	1470066951481397252	2021-12-12 21:54:08 IST	2021-12-12	21:54:08	+0530	73395319	lawrobarretto	Lawrence Barretto		"Christian Horner said: ""We are disappointed there has been a protest, but we trust in the FIA."""	en	[]	[]	[]	21	15	275	[]	[]	https://twitter.com/lawrobarretto/status/1470066951481397252	False	https://twitter.com/lawrobarretto/status/1470066299493568519	0								[]				
1470066299493568519	1470066299493568519	2021-12-12 21:51:32 IST	2021-12-12	21:51:32	+0530	73395319	lawrobarretto	Lawrence Barretto		"Mercedes say they will ""not make any further comment on the detail"" of the two protests ""until the hearing has been conducted"". #F1"	en	[]	[]	[]	3	34	517	['f1']	[]	https://twitter.com/lawrobarretto/status/1470066299493568519	False		0								[]				
1470066147236192262	1470066147236192262	2021-12-12 21:50:56 IST	2021-12-12	21:50:56	+0530	73395319	lawrobarretto	Lawrence Barretto		Tension in Abu Dhabi. Lewis Hamilton hasn't come to the TV pen yet. Everyone else has been through. Mercedes have launched two protests. #F1	en	[]	[]	[]	19	41	851	['f1']	[]	https://twitter.com/lawrobarretto/status/1470066147236192262	False		0								[]				
1469994010370625537	1469994010370625537	2021-12-12 17:04:17 IST	2021-12-12	17:04:17	+0530	73395319	lawrobarretto	Lawrence Barretto		Epic vibe in the paddock today. Those close to Max I’ve spoken to say he’s relaxed and been joking around. Pressure doesn’t seem to affect him. Similarly, Lewis is uber cool, too, and chilled with those around him. Incredible mental strength from both. #F1 #AbuDhabiGP	en	[]	[]	[]	3	15	524	['f1', 'abudhabigp']	[]	https://twitter.com/lawrobarretto/status/1469994010370625537	False		0								[]				
1469954472046739458	1469954472046739458	2021-12-12 14:27:11 IST	2021-12-12	14:27:11	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @nikita_mazepin: Hi, everyone!  Sorry to report I’ve had a positive Covid test.  Feeling totally fine but won’t be able to race today.…	en	[{'screen_name': 'nikita_mazepin', 'name': 'nikita mazepin', 'id': '322593965'}]	[]	[]	0	1796	0	[]	[]	https://twitter.com/lawrobarretto/status/1469954472046739458	False		0								[]				
1469944551565631492	1469944551565631492	2021-12-12 13:47:45 IST	2021-12-12	13:47:45	+0530	73395319	lawrobarretto	Lawrence Barretto		Nikita Mazepin has tested positive for Covid-19 and will therefore not take part in today’s Abu Dhabi Grand Prix. He is asymptomatic and currently self-isolating. He will not be replaced.   #F1	en	[]	[]	[]	8	21	475	['f1']	[]	https://twitter.com/lawrobarretto/status/1469944551565631492	False		0								[]				
1469941010302185476	1469941010302185476	2021-12-12 13:33:41 IST	2021-12-12	13:33:41	+0530	73395319	lawrobarretto	Lawrence Barretto		Arrived at Yas Marina Circuit for the biggest sporting event of the year and the final day of school. Excited. Nervous. Tense. #F1 #MaxvLewis #AbuDhabiGP  https://t.co/iheChjAftG	en	[]	[]	['https://pbs.twimg.com/media/FGZHjRSWQAEuhTX.jpg']	6	3	287	['f1', 'maxvlewis', 'abudhabigp']	[]	https://twitter.com/lawrobarretto/status/1469941010302185476	False		1	https://pbs.twimg.com/media/FGZHjRSWQAEuhTX.jpg							[]				
1469901742527631366	1469901742527631366	2021-12-12 10:57:39 IST	2021-12-12	10:57:39	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @HondaRacingF1: One last dance. Thank you F1, thank you everyone. #PoweredByHonda  https://t.co/aEg6FfoeDg	en	[{'screen_name': 'hondaracingf1', 'name': 'honda racing f1', 'id': '2900662775'}]	[]	['https://pbs.twimg.com/media/FGYX_EKWQAIwwDM.jpg']	0	11705	0	['poweredbyhonda']	[]	https://twitter.com/lawrobarretto/status/1469901742527631366	False		1	https://pbs.twimg.com/media/FGYX_EKWQAIwwDM.jpg							[]				
1469795831423381505	1469795831423381505	2021-12-12 03:56:48 IST	2021-12-12	03:56:48	+0530	73395319	lawrobarretto	Lawrence Barretto		This is fantastic. Lovely work @dwayneblee and @petercebrian #F1 #Kimi	en	[{'screen_name': 'dwayneblee', 'name': 'dwayne blee', 'id': '183357835'}, {'screen_name': 'petercebrian', 'name': 'peter', 'id': '1880377220'}]	[]	[]	1	4	127	['f1', 'kimi']	[]	https://twitter.com/lawrobarretto/status/1469795831423381505	False	https://twitter.com/F1/status/1469744039754829824	0								[]				
1469705752663273473	1469705752663273473	2021-12-11 21:58:51 IST	2021-12-11	21:58:51	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @F1: The story of Kimi, as told by... Kimi!  Join The Iceman for a very special animated adventure; from falling in love with racing as…	en	[{'screen_name': 'f1', 'name': 'formula 1', 'id': '69008563'}]	[]	[]	0	527	0	[]	[]	https://twitter.com/lawrobarretto/status/1469705752663273473	False		0								[]				
1469682485126696972	1469682485126696972	2021-12-11 20:26:24 IST	2021-12-11	20:26:24	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @LandoNorris: THIRD! WAHOOOOO!	en	[{'screen_name': 'landonorris', 'name': 'lando norris', 'id': '516464106'}]	[]	[]	0	9142	0	[]	[]	https://twitter.com/lawrobarretto/status/1469682485126696972	False		0								[]				
1469653834750431248	1469653834750431248	2021-12-11 18:32:33 IST	2021-12-11	18:32:33	+0530	73395319	lawrobarretto	Lawrence Barretto		Just did a Instagram Live in the #AbuDhabiGP pit lane. I'd say there was a bigger contingent of Verstappen fans in the grandstands versus Lewis - but admittedly they are easier to spot dressed in orange ;) #F1	en	[]	[]	[]	1	0	67	['abudhabigp', 'f1']	[]	https://twitter.com/lawrobarretto/status/1469653834750431248	False		0								[]				
1469599470421782534	1469599470421782534	2021-12-11 14:56:32 IST	2021-12-11	14:56:32	+0530	73395319	lawrobarretto	Lawrence Barretto		RT @Formula2: 🏆 OSCAR PIASTRI 🏆  🏆 2021 FORMULA 2 CHAMPION 🏆  #F2 #RoadToF1  https://t.co/2Uaf0VScGR	ro	[{'screen_name': 'formula2', 'name': 'formula 2', 'id': '17508484'}]	[]	['https://pbs.twimg.com/media/FGUK9BkXsAYkKfQ.jpg']	0	4398	0	['f2', 'roadtof1']	[]	https://twitter.com/lawrobarretto/status/1469599470421782534	False		1	https://pbs.twimg.com/media/FGUK9BkXsAYkKfQ.jpg							[]				
